Ano;Mês;Distribuidor;Código do Produto;Nome do Produto;Região;Quantidade de Produto (mil m³)
2020;1;76 OIL DISTRIBUIDORA DE COMBUSTÍVEIS S/A;320101001;Gasolina A;SE;24,947138
2020;1;76 OIL DISTRIBUIDORA DE COMBUSTÍVEIS S/A;420105001;Diesel A;SE;2,722
2020;1;76 OIL DISTRIBUIDORA DE COMBUSTÍVEIS S/A;810101001;EHC;SE;16,89468
2020;1;76 OIL DISTRIBUIDORA DE COMBUSTÍVEIS S/A;810102004;EAC;SE;9,429621
2020;1;ACOL DISTRIBUIDORA DE COMBUSTÍVEIS LTDA.;320101001;Gasolina A;CO;0,488862
2020;1;ACOL DISTRIBUIDORA DE COMBUSTÍVEIS LTDA.;320101001;Gasolina A;SE;0,997505
2020;1;ACOL DISTRIBUIDORA DE COMBUSTÍVEIS LTDA.;420102004;Diesel A;CO;0,259479
2020;1;ACOL DISTRIBUIDORA DE COMBUSTÍVEIS LTDA.;420102004;Diesel A;SE;0,351297
2020;1;ACOL DISTRIBUIDORA DE COMBUSTÍVEIS LTDA.;420105001;Diesel A;CO;0,070118
2020;1;ACOL DISTRIBUIDORA DE COMBUSTÍVEIS LTDA.;420105001;Diesel A;SE;0,987779
2020;1;ACOL DISTRIBUIDORA DE COMBUSTÍVEIS LTDA.;810101001;EHC;CO;1,803011
2020;1;ACOL DISTRIBUIDORA DE COMBUSTÍVEIS LTDA.;810101001;EHC;SE;0,083479
2020;1;ACOL DISTRIBUIDORA DE COMBUSTÍVEIS LTDA.;810102004;EAC;CO;0,482829
2020;1;ACOL DISTRIBUIDORA DE COMBUSTÍVEIS LTDA.;810102004;EAC;SE;0,225373
2020;1;ALCOOLBRAS - ÁLCOOL DO BRASIL DISTRIBUIDORA DE COMBUSTÍVEIS LTDA.;320101001;Gasolina A;CO;3,005007
2020;1;ALCOOLBRAS - ÁLCOOL DO BRASIL DISTRIBUIDORA DE COMBUSTÍVEIS LTDA.;420102004;Diesel A;CO;2,997427
2020;1;ALCOOLBRAS - ÁLCOOL DO BRASIL DISTRIBUIDORA DE COMBUSTÍVEIS LTDA.;420105001;Diesel A;CO;0,551402
2020;1;ALCOOLBRAS - ÁLCOOL DO BRASIL DISTRIBUIDORA DE COMBUSTÍVEIS LTDA.;810101001;EHC;CO;3,676495
2020;1;ALCOOLBRAS - ÁLCOOL DO BRASIL DISTRIBUIDORA DE COMBUSTÍVEIS LTDA.;810102004;EAC;CO;1,484031
2020;1;ALESAT COMBUSTÍVEIS S. A.;320101001;Gasolina A;CO;4,338376
2020;1;ALESAT COMBUSTÍVEIS S. A.;320101001;Gasolina A;N;0,774167
2020;1;ALESAT COMBUSTÍVEIS S. A.;320101001;Gasolina A;NE;34,802125
2020;1;ALESAT COMBUSTÍVEIS S. A.;320101001;Gasolina A;S;13,353474
2020;1;ALESAT COMBUSTÍVEIS S. A.;320101001;Gasolina A;SE;44,994599
2020;1;ALESAT COMBUSTÍVEIS S. A.;420102004;Diesel A;CO;4,572912
2020;1;ALESAT COMBUSTÍVEIS S. A.;420102004;Diesel A;N;0,44894
2020;1;ALESAT COMBUSTÍVEIS S. A.;420102004;Diesel A;NE;22,683201
2020;1;ALESAT COMBUSTÍVEIS S. A.;420102004;Diesel A;S;6,636927
2020;1;ALESAT COMBUSTÍVEIS S. A.;420102004;Diesel A;SE;30,560653
2020;1;ALESAT COMBUSTÍVEIS S. A.;420105001;Diesel A;CO;3,187616
2020;1;ALESAT COMBUSTÍVEIS S. A.;420105001;Diesel A;N;0,203944
2020;1;ALESAT COMBUSTÍVEIS S. A.;420105001;Diesel A;NE;25,402175
2020;1;ALESAT COMBUSTÍVEIS S. A.;420105001;Diesel A;S;6,738202
2020;1;ALESAT COMBUSTÍVEIS S. A.;420105001;Diesel A;SE;29,616617
2020;1;ALESAT COMBUSTÍVEIS S. A.;420201001;Diesel A;S;0,650482
2020;1;ALESAT COMBUSTÍVEIS S. A.;420201001;Diesel A;SE;1,191083
2020;1;ALESAT COMBUSTÍVEIS S. A.;810101001;EHC;CO;18,546084
2020;1;ALESAT COMBUSTÍVEIS S. A.;810101001;EHC;NE;6,210604
2020;1;ALESAT COMBUSTÍVEIS S. A.;810101001;EHC;S;0,806513
2020;1;ALESAT COMBUSTÍVEIS S. A.;810101001;EHC;SE;15,790579
2020;1;ALESAT COMBUSTÍVEIS S. A.;810102004;EAC;CO;1,713553
2020;1;ALESAT COMBUSTÍVEIS S. A.;810102004;EAC;NE;10,066823
2020;1;ALESAT COMBUSTÍVEIS S. A.;810102004;EAC;S;1,644148
2020;1;ALESAT COMBUSTÍVEIS S. A.;810102004;EAC;SE;27,364145
2020;1;ALFA DISTRIBUIDORA DE PETRÓLEO LTDA.;810101001;EHC;CO;8,150443
2020;1;ALL DISTRIBUIDORA DE COMBUSTÍVEIS EIRELI;810101001;EHC;CO;3,626349
2020;1;ALL DISTRIBUIDORA DE COMBUSTÍVEIS EIRELI;810101001;EHC;S;2,709316
2020;1;ALL DISTRIBUIDORA DE COMBUSTÍVEIS EIRELI;810101001;EHC;SE;49,02712
2020;1;ALPES DISTRIBUIDORA DE PETRÓLEO LTDA.;810101001;EHC;CO;5,903704
2020;1;ALPES DISTRIBUIDORA DE PETRÓLEO LTDA.;810101001;EHC;S;4,176488
2020;1;AMERICANOIL DISTRIBUIDORA DE DERIVADOS DE PETRÓLEO EIRELI;320101001;Gasolina A;S;3,366215
2020;1;AMERICANOIL DISTRIBUIDORA DE DERIVADOS DE PETRÓLEO EIRELI;420102004;Diesel A;S;1,642266
2020;1;AMERICANOIL DISTRIBUIDORA DE DERIVADOS DE PETRÓLEO EIRELI;420105001;Diesel A;S;1,502857
2020;1;AMERICANOIL DISTRIBUIDORA DE DERIVADOS DE PETRÓLEO EIRELI;810101001;EHC;SE;0,089555
2020;1;AMERICANOIL DISTRIBUIDORA DE DERIVADOS DE PETRÓLEO EIRELI;810102004;EAC;S;0,591205
2020;1;AMERICANOIL DISTRIBUIDORA DE DERIVADOS DE PETRÓLEO EIRELI;810102004;EAC;SE;0,86864
2020;1;ARAGUAIA DISTRIBUIDORA DE COMBUSTÍVEIS S.A;320101001;Gasolina A;CO;2,998194
2020;1;ARAGUAIA DISTRIBUIDORA DE COMBUSTÍVEIS S.A;420102004;Diesel A;CO;2,639259
2020;1;ARAGUAIA DISTRIBUIDORA DE COMBUSTÍVEIS S.A;810101001;EHC;CO;18,280128
2020;1;ARAGUAIA DISTRIBUIDORA DE COMBUSTÍVEIS S.A;810102004;EAC;CO;0,899459
2020;1;ARAPETRO DISTRIBUIDORA DE PETRÓLEO LTDA.;810101001;EHC;CO;0,000988
2020;1;ART PETRO DISTRIBUIDORA DE COMBUSTÍVEIS LTDA.;320101001;Gasolina A;S;0,491775
2020;1;ART PETRO DISTRIBUIDORA DE COMBUSTÍVEIS LTDA.;420102004;Diesel A;S;1,084134
2020;1;ART PETRO DISTRIBUIDORA DE COMBUSTÍVEIS LTDA.;420105001;Diesel A;S;1,16537
2020;1;ART PETRO DISTRIBUIDORA DE COMBUSTÍVEIS LTDA.;810102004;EAC;S;0,193612
2020;1;ASPEN DISTRIBUIDORA DE COMBUSTÍVEIS LTDA;810101001;EHC;CO;3,873285
2020;1;ASTER PETRÓLEO LTDA.;320101001;Gasolina A;SE;15,294855
2020;1;ASTER PETRÓLEO LTDA.;320101002;Gasolina A;SE;0,0075
2020;1;ASTER PETRÓLEO LTDA.;420102004;Diesel A;SE;5,862601
2020;1;ASTER PETRÓLEO LTDA.;420105001;Diesel A;SE;0,490145
2020;1;ASTER PETRÓLEO LTDA.;810101001;EHC;S;3,980464
2020;1;ASTER PETRÓLEO LTDA.;810102004;EAC;SE;5,680716
2020;1;ATEM' S DISTRIBUIDORA DE PETRÓLEO S.A.;320101001;Gasolina A;N;31,139694
2020;1;ATEM' S DISTRIBUIDORA DE PETRÓLEO S.A.;420102004;Diesel A;N;67,638749
2020;1;ATEM' S DISTRIBUIDORA DE PETRÓLEO S.A.;420105001;Diesel A;N;17,946248
2020;1;ATEM' S DISTRIBUIDORA DE PETRÓLEO S.A.;420201001;Diesel A;N;5,903213
2020;1;ATEM' S DISTRIBUIDORA DE PETRÓLEO S.A.;810101001;EHC;CO;5,603982
2020;1;ATEM' S DISTRIBUIDORA DE PETRÓLEO S.A.;810101001;EHC;N;0,490247
2020;1;ATEM' S DISTRIBUIDORA DE PETRÓLEO S.A.;810102004;EAC;CO;9,929935
2020;1;ATLÂNTICA PRODUTOS DE PETRÓLEO LTDA.;320101001;Gasolina A;NE;0,960571
2020;1;ATLÂNTICA PRODUTOS DE PETRÓLEO LTDA.;320101001;Gasolina A;SE;9,445644
2020;1;ATLÂNTICA PRODUTOS DE PETRÓLEO LTDA.;420102004;Diesel A;NE;0,767475
2020;1;ATLÂNTICA PRODUTOS DE PETRÓLEO LTDA.;420102004;Diesel A;SE;4,26097
2020;1;ATLÂNTICA PRODUTOS DE PETRÓLEO LTDA.;420105001;Diesel A;NE;0,56132
2020;1;ATLÂNTICA PRODUTOS DE PETRÓLEO LTDA.;420105001;Diesel A;SE;0,659
2020;1;ATLÂNTICA PRODUTOS DE PETRÓLEO LTDA.;810101001;EHC;SE;0,760377
2020;1;ATLÂNTICA PRODUTOS DE PETRÓLEO LTDA.;810102004;EAC;SE;3,826498
2020;1;BETUNEL INDÚSTRIA E COMÉRCIO LTDA.;510102001;OC;SE;0,02344
2020;1;BIOPETRÓLEO DO BRASIL DISTRIBUIDORA DE COMBUSTÍVEIS LTDA;320101001;Gasolina A;SE;5,958842
2020;1;BIOPETRÓLEO DO BRASIL DISTRIBUIDORA DE COMBUSTÍVEIS LTDA;420102004;Diesel A;SE;1,942063
2020;1;BIOPETRÓLEO DO BRASIL DISTRIBUIDORA DE COMBUSTÍVEIS LTDA;420105001;Diesel A;SE;3,998618
2020;1;BIOPETRÓLEO DO BRASIL DISTRIBUIDORA DE COMBUSTÍVEIS LTDA;810102004;EAC;SE;3,396848
2020;1;BIOSTRATUM DISTRIBUIDORA DE COMBUSTÍVEIS LTDA;320101001;Gasolina A;S;0,599518
2020;1;BIOSTRATUM DISTRIBUIDORA DE COMBUSTÍVEIS LTDA;420102004;Diesel A;S;0,999262
2020;1;BIOSTRATUM DISTRIBUIDORA DE COMBUSTÍVEIS LTDA;420105001;Diesel A;S;0,599323
2020;1;BIOSTRATUM DISTRIBUIDORA DE COMBUSTÍVEIS LTDA;810102004;EAC;CO;0,221066
2020;1;BRASPETRO DISTRIBUIDORA DE PETROLEO LTDA.;320101001;Gasolina A;CO;0,490748
2020;1;BRASPETRO DISTRIBUIDORA DE PETROLEO LTDA.;420102004;Diesel A;CO;0,551577
2020;1;BRASPETRO DISTRIBUIDORA DE PETROLEO LTDA.;420105001;Diesel A;CO;0,566343
2020;1;BRASPETRO DISTRIBUIDORA DE PETROLEO LTDA.;810101001;EHC;CO;1,408141
2020;1;BV DISTRIBUIDORA DE COMBUSTÍVEIS LTDA;320101001;Gasolina A;SE;0,600068
2020;1;BV DISTRIBUIDORA DE COMBUSTÍVEIS LTDA;420102004;Diesel A;SE;1,617143
2020;1;BV DISTRIBUIDORA DE COMBUSTÍVEIS LTDA;420105001;Diesel A;SE;1,220517
2020;1;BV DISTRIBUIDORA DE COMBUSTÍVEIS LTDA;810102004;EAC;SE;0,170762
2020;1;CARBOPETRO DISTRIBUIDORA DE PETRÓLEO LTDA.;320101001;Gasolina A;SE;0,3
2020;1;CARBOPETRO DISTRIBUIDORA DE PETRÓLEO LTDA.;420102004;Diesel A;SE;0,3
2020;1;CIAPETRO DISTRIBUIDORA DE COMBUSTÍVEIS LTDA;320101001;Gasolina A;CO;2,598416
2020;1;CIAPETRO DISTRIBUIDORA DE COMBUSTÍVEIS LTDA;320101001;Gasolina A;S;23,220283
2020;1;CIAPETRO DISTRIBUIDORA DE COMBUSTÍVEIS LTDA;320101001;Gasolina A;SE;13,516754
2020;1;CIAPETRO DISTRIBUIDORA DE COMBUSTÍVEIS LTDA;420102004;Diesel A;CO;2,531574
2020;1;CIAPETRO DISTRIBUIDORA DE COMBUSTÍVEIS LTDA;420102004;Diesel A;S;21,153146
2020;1;CIAPETRO DISTRIBUIDORA DE COMBUSTÍVEIS LTDA;420102004;Diesel A;SE;20,838118
2020;1;CIAPETRO DISTRIBUIDORA DE COMBUSTÍVEIS LTDA;420105001;Diesel A;CO;0,20449
2020;1;CIAPETRO DISTRIBUIDORA DE COMBUSTÍVEIS LTDA;420105001;Diesel A;S;12,294768
2020;1;CIAPETRO DISTRIBUIDORA DE COMBUSTÍVEIS LTDA;420105001;Diesel A;SE;13,652596
2020;1;CIAPETRO DISTRIBUIDORA DE COMBUSTÍVEIS LTDA;810101001;EHC;CO;5,916504
2020;1;CIAPETRO DISTRIBUIDORA DE COMBUSTÍVEIS LTDA;810101001;EHC;S;3,006411
2020;1;CIAPETRO DISTRIBUIDORA DE COMBUSTÍVEIS LTDA;810101001;EHC;SE;4,872508
2020;1;CIAPETRO DISTRIBUIDORA DE COMBUSTÍVEIS LTDA;810102004;EAC;CO;2,127356
2020;1;CIAPETRO DISTRIBUIDORA DE COMBUSTÍVEIS LTDA;810102004;EAC;S;3,127294
2020;1;CIAPETRO DISTRIBUIDORA DE COMBUSTÍVEIS LTDA;810102004;EAC;SE;10,216061
2020;1;COMÉRCIO DE DERIVADOS DE PETRÓLEO ISABELLA LTDA.;420102004;Diesel A;S;0,029989
2020;1;COMÉRCIO DE DERIVADOS DE PETRÓLEO ISABELLA LTDA.;420105001;Diesel A;S;0,009994
2020;1;COPERCANA DISTRIBUIDORA DE COMBUSTIVEIS LTDA;320101001;Gasolina A;SE;2,92459
2020;1;COPERCANA DISTRIBUIDORA DE COMBUSTIVEIS LTDA;420102004;Diesel A;SE;3,799991
2020;1;COPERCANA DISTRIBUIDORA DE COMBUSTIVEIS LTDA;420105001;Diesel A;SE;2,04709
2020;1;COPERCANA DISTRIBUIDORA DE COMBUSTIVEIS LTDA;810101001;EHC;SE;1,692506
2020;1;COPERCANA DISTRIBUIDORA DE COMBUSTIVEIS LTDA;810102004;EAC;SE;1,143346
2020;1;CRUZ DE MALTA DISTRIBUIDORA DE PETRÓLEO LTDA.;320101001;Gasolina A;SE;0,436055
2020;1;CRUZ DE MALTA DISTRIBUIDORA DE PETRÓLEO LTDA.;420102004;Diesel A;SE;0,453348
2020;1;CRUZ DE MALTA DISTRIBUIDORA DE PETRÓLEO LTDA.;420105001;Diesel A;SE;0,30652
2020;1;DANPETRO DISTRIBUIDORA DE PETRÓLEO S.A.;320101001;Gasolina A;NE;0,225421
2020;1;DANPETRO DISTRIBUIDORA DE PETRÓLEO S.A.;420102004;Diesel A;NE;0,269149
2020;1;DANPETRO DISTRIBUIDORA DE PETRÓLEO S.A.;810101001;EHC;NE;1,426712
2020;1;DANPETRO DISTRIBUIDORA DE PETRÓLEO S.A.;810101001;EHC;SE;0,410507
2020;1;DANPETRO DISTRIBUIDORA DE PETRÓLEO S.A.;810102004;EAC;NE;0,100707
2020;1;DIBRAPE DISTRIBUIDORA BRASILEIRA DE PETRÓLEO LTDA.;320101001;Gasolina A;S;3,517783
2020;1;DIBRAPE DISTRIBUIDORA BRASILEIRA DE PETRÓLEO LTDA.;420102004;Diesel A;S;8,4716
2020;1;DIBRAPE DISTRIBUIDORA BRASILEIRA DE PETRÓLEO LTDA.;420105001;Diesel A;S;7,882877
2020;1;DIBRAPE DISTRIBUIDORA BRASILEIRA DE PETRÓLEO LTDA.;420201001;Diesel A;S;1,480784
2020;1;DIBRAPE DISTRIBUIDORA BRASILEIRA DE PETRÓLEO LTDA.;810101001;EHC;S;0,22573
2020;1;DIBRAPE DISTRIBUIDORA BRASILEIRA DE PETRÓLEO LTDA.;810101001;EHC;SE;0,178944
2020;1;DIBRAPE DISTRIBUIDORA BRASILEIRA DE PETRÓLEO LTDA.;810102004;EAC;S;1,292176
2020;1;DIBRAPE DISTRIBUIDORA BRASILEIRA DE PETRÓLEO LTDA.;810102004;EAC;SE;0,045673
2020;1;DIRECIONAL DISTRIBUIDORA DE DERIVADOS DE PETRÓLEO LTDA.;320101001;Gasolina A;SE;1,6036
2020;1;DIRECIONAL DISTRIBUIDORA DE DERIVADOS DE PETRÓLEO LTDA.;420102004;Diesel A;SE;2,001216
2020;1;DIRECIONAL DISTRIBUIDORA DE DERIVADOS DE PETRÓLEO LTDA.;810102004;EAC;SE;0,564127
2020;1;DISLUB COMBUSTÍVEIS S/A;320101001;Gasolina A;NE;16,287713
2020;1;DISLUB COMBUSTÍVEIS S/A;420102004;Diesel A;NE;6,176979
2020;1;DISLUB COMBUSTÍVEIS S/A;420105001;Diesel A;NE;9,247576
2020;1;DISLUB COMBUSTÍVEIS S/A;810101001;EHC;NE;7,762826
2020;1;DISLUB COMBUSTÍVEIS S/A;810102004;EAC;CO;0,286436
2020;1;DISLUB COMBUSTÍVEIS S/A;810102004;EAC;NE;3,34517
2020;1;DISTRIBUIDORA DE COMBUSTIVEIS MASUT LTDA;320101001;Gasolina A;CO;1,755738
2020;1;DISTRIBUIDORA DE COMBUSTIVEIS MASUT LTDA;320101001;Gasolina A;NE;0,659005
2020;1;DISTRIBUIDORA DE COMBUSTIVEIS MASUT LTDA;420102004;Diesel A;CO;1,045553
2020;1;DISTRIBUIDORA DE COMBUSTIVEIS MASUT LTDA;420102004;Diesel A;NE;1,139108
2020;1;DISTRIBUIDORA DE COMBUSTIVEIS MASUT LTDA;420105001;Diesel A;CO;0,446796
2020;1;DISTRIBUIDORA DE COMBUSTIVEIS MASUT LTDA;420105001;Diesel A;NE;1,269502
2020;1;DISTRIBUIDORA DE COMBUSTIVEIS MASUT LTDA;810101001;EHC;CO;0,900944
2020;1;DISTRIBUIDORA DE COMBUSTIVEIS MASUT LTDA;810101001;EHC;SE;0,128109
2020;1;DISTRIBUIDORA DE COMBUSTIVEIS MASUT LTDA;810102004;EAC;CO;0,761547
2020;1;DISTRIBUIDORA DE COMBUSTÍVEIS SAARA S.A.;320101001;Gasolina A;S;1,989283
2020;1;DISTRIBUIDORA DE COMBUSTÍVEIS SAARA S.A.;420102004;Diesel A;S;1,749567
2020;1;DISTRIBUIDORA DE COMBUSTÍVEIS SAARA S.A.;420105001;Diesel A;S;0,612748
2020;1;DISTRIBUIDORA DE COMBUSTÍVEIS SAARA S.A.;810101001;EHC;CO;0,834907
2020;1;DISTRIBUIDORA DE COMBUSTÍVEIS SAARA S.A.;810101001;EHC;S;1,926444
2020;1;DISTRIBUIDORA DE COMBUSTÍVEIS SAARA S.A.;810102004;EAC;S;0,825543
2020;1;DISTRIBUIDORA DE COMBUSTÍVEL TORRÃO LTDA.;320101001;Gasolina A;NE;0,493273
2020;1;DISTRIBUIDORA DE COMBUSTÍVEL TORRÃO LTDA.;320101001;Gasolina A;SE;10,471153
2020;1;DISTRIBUIDORA DE COMBUSTÍVEL TORRÃO LTDA.;420102004;Diesel A;SE;4,760947
2020;1;DISTRIBUIDORA DE COMBUSTÍVEL TORRÃO LTDA.;420105001;Diesel A;NE;0,34013
2020;1;DISTRIBUIDORA DE COMBUSTÍVEL TORRÃO LTDA.;420105001;Diesel A;SE;5,220879
2020;1;DISTRIBUIDORA DE COMBUSTÍVEL TORRÃO LTDA.;810101001;EHC;SE;8,11597
2020;1;DISTRIBUIDORA DE COMBUSTÍVEL TORRÃO LTDA.;810102004;EAC;CO;0,043534
2020;1;DISTRIBUIDORA DE COMBUSTÍVEL TORRÃO LTDA.;810102004;EAC;SE;4,349953
2020;1;DISTRIBUIDORA DE PRODUTOS DE PETRÓLEO CHARRUA LTDA;320101001;Gasolina A;S;8,076197
2020;1;DISTRIBUIDORA DE PRODUTOS DE PETRÓLEO CHARRUA LTDA;420102004;Diesel A;S;8,195827
2020;1;DISTRIBUIDORA DE PRODUTOS DE PETRÓLEO CHARRUA LTDA;420105001;Diesel A;S;5,192449
2020;1;DISTRIBUIDORA DE PRODUTOS DE PETRÓLEO CHARRUA LTDA;810101001;EHC;SE;0,173718
2020;1;DISTRIBUIDORA DE PRODUTOS DE PETRÓLEO CHARRUA LTDA;810102004;EAC;SE;3,018315
2020;1;DISTRIBUIDORA EQUADOR DE PRODUTOS DE PETRÓLEO LTDA.;320101001;Gasolina A;N;25,250039
2020;1;DISTRIBUIDORA EQUADOR DE PRODUTOS DE PETRÓLEO LTDA.;420102004;Diesel A;N;28,563737
2020;1;DISTRIBUIDORA EQUADOR DE PRODUTOS DE PETRÓLEO LTDA.;420105001;Diesel A;N;14,080687
2020;1;DISTRIBUIDORA EQUADOR DE PRODUTOS DE PETRÓLEO LTDA.;420201001;Diesel A;N;2,983375
2020;1;DISTRIBUIDORA EQUADOR DE PRODUTOS DE PETRÓLEO LTDA.;810101001;EHC;CO;5,753212
2020;1;DISTRIBUIDORA EQUADOR DE PRODUTOS DE PETRÓLEO LTDA.;810101001;EHC;N;0,034783
2020;1;DISTRIBUIDORA EQUADOR DE PRODUTOS DE PETRÓLEO LTDA.;810102004;EAC;CO;9,962663
2020;1;DISTRIBUIDORA EQUADOR DE PRODUTOS DE PETRÓLEO LTDA.;810102004;EAC;N;0,477246
2020;1;DISTRIBUIDORA MONTEPETRO DE PETRÓLEO LTDA.;320101001;Gasolina A;SE;0,147405
2020;1;DISTRIBUIDORA MONTEPETRO DE PETRÓLEO LTDA.;420102004;Diesel A;SE;0,4675
2020;1;DISTRIBUIDORA MONTEPETRO DE PETRÓLEO LTDA.;810101001;EHC;S;0,043472
2020;1;DISTRIBUIDORA MONTEPETRO DE PETRÓLEO LTDA.;810101001;EHC;SE;0,043727
2020;1;DISTRIBUIDORA MONTEPETRO DE PETRÓLEO LTDA.;810102004;EAC;SE;0,044694
2020;1;DISTRIBUIDORA RIO BRANCO DE PETRÓLEO LTDA.;320101001;Gasolina A;CO;1,272159
2020;1;DISTRIBUIDORA RIO BRANCO DE PETRÓLEO LTDA.;320101001;Gasolina A;SE;6,108542
2020;1;DISTRIBUIDORA RIO BRANCO DE PETRÓLEO LTDA.;420102004;Diesel A;CO;2,483702
2020;1;DISTRIBUIDORA RIO BRANCO DE PETRÓLEO LTDA.;420102004;Diesel A;SE;13,302028
2020;1;DISTRIBUIDORA RIO BRANCO DE PETRÓLEO LTDA.;420105001;Diesel A;CO;0,823837
2020;1;DISTRIBUIDORA RIO BRANCO DE PETRÓLEO LTDA.;420105001;Diesel A;SE;8,921034
2020;1;DISTRIBUIDORA RIO BRANCO DE PETRÓLEO LTDA.;810101001;EHC;CO;0,800379
2020;1;DISTRIBUIDORA RIO BRANCO DE PETRÓLEO LTDA.;810101001;EHC;S;0,250643
2020;1;DISTRIBUIDORA RIO BRANCO DE PETRÓLEO LTDA.;810101001;EHC;SE;3,461157
2020;1;DISTRIBUIDORA RIO BRANCO DE PETRÓLEO LTDA.;810102004;EAC;CO;0,466315
2020;1;DISTRIBUIDORA RIO BRANCO DE PETRÓLEO LTDA.;810102004;EAC;SE;2,411448
2020;1;DISTRIBUIDORA TABOCÃO LTDA.;320101001;Gasolina A;CO;0,755849
2020;1;DISTRIBUIDORA TABOCÃO LTDA.;320101001;Gasolina A;NE;2,079846
2020;1;DISTRIBUIDORA TABOCÃO LTDA.;320101001;Gasolina A;SE;0,029564
2020;1;DISTRIBUIDORA TABOCÃO LTDA.;420102004;Diesel A;CO;2,767784
2020;1;DISTRIBUIDORA TABOCÃO LTDA.;420102004;Diesel A;NE;0,05995
2020;1;DISTRIBUIDORA TABOCÃO LTDA.;420102004;Diesel A;SE;0,382358
2020;1;DISTRIBUIDORA TABOCÃO LTDA.;420105001;Diesel A;CO;1,063158
2020;1;DISTRIBUIDORA TABOCÃO LTDA.;420105001;Diesel A;NE;1,974365
2020;1;DISTRIBUIDORA TABOCÃO LTDA.;420105001;Diesel A;SE;0,671846
2020;1;DISTRIBUIDORA TABOCÃO LTDA.;810101001;EHC;CO;9,300836
2020;1;DISTRIBUIDORA TABOCÃO LTDA.;810102004;EAC;CO;0,839184
2020;1;D`MAIS DISTRIBUIDORA DE PETRÓLEO LTDA.;320101001;Gasolina A;SE;7,480138
2020;1;D`MAIS DISTRIBUIDORA DE PETRÓLEO LTDA.;420102004;Diesel A;SE;3,349548
2020;1;D`MAIS DISTRIBUIDORA DE PETRÓLEO LTDA.;420105001;Diesel A;SE;2,850457
2020;1;D`MAIS DISTRIBUIDORA DE PETRÓLEO LTDA.;810101001;EHC;SE;1,128867
2020;1;D`MAIS DISTRIBUIDORA DE PETRÓLEO LTDA.;810102004;EAC;SE;2,988163
2020;1;ECO BRASIL DISTRIBUIDORA DE COMBUSTÍVEIS LTDA.;320101001;Gasolina A;NE;0,199103
2020;1;ECO BRASIL DISTRIBUIDORA DE COMBUSTÍVEIS LTDA.;320101001;Gasolina A;SE;0,714313
2020;1;ECO BRASIL DISTRIBUIDORA DE COMBUSTÍVEIS LTDA.;420102004;Diesel A;NE;0,098421
2020;1;ECO BRASIL DISTRIBUIDORA DE COMBUSTÍVEIS LTDA.;420102004;Diesel A;SE;0,989772
2020;1;ECO BRASIL DISTRIBUIDORA DE COMBUSTÍVEIS LTDA.;420105001;Diesel A;SE;0,348464
2020;1;ECO BRASIL DISTRIBUIDORA DE COMBUSTÍVEIS LTDA.;810101001;EHC;NE;2,742656
2020;1;ECO BRASIL DISTRIBUIDORA DE COMBUSTÍVEIS LTDA.;810102004;EAC;NE;0,088817
2020;1;ECO BRASIL DISTRIBUIDORA DE COMBUSTÍVEIS LTDA.;810102004;EAC;SE;0,493219
2020;1;ECO DISTRIBUIDORA DE PETRÓLEO S/A;810101001;EHC;CO;6,950801
2020;1;ECOMAT - ECOLÓGICA MATO GROSSO INDÚSTRIA E COMÉRCIO LTDA.;810101001;EHC;CO;0,14729
2020;1;ECOMAT - ECOLÓGICA MATO GROSSO INDÚSTRIA E COMÉRCIO LTDA.;810102004;EAC;CO;0,161473
2020;1;ESTRADA DISTRIBUIDORA DE DERIVADOS DE PETRÓLEO LTDA.;320101001;Gasolina A;S;5,397652
2020;1;ESTRADA DISTRIBUIDORA DE DERIVADOS DE PETRÓLEO LTDA.;420102004;Diesel A;S;13,579171
2020;1;ESTRADA DISTRIBUIDORA DE DERIVADOS DE PETRÓLEO LTDA.;420105001;Diesel A;S;6,815072
2020;1;ESTRADA DISTRIBUIDORA DE DERIVADOS DE PETRÓLEO LTDA.;810101001;EHC;CO;1,703826
2020;1;ESTRADA DISTRIBUIDORA DE DERIVADOS DE PETRÓLEO LTDA.;810101001;EHC;S;0,044631
2020;1;ESTRADA DISTRIBUIDORA DE DERIVADOS DE PETRÓLEO LTDA.;810102004;EAC;CO;0,770241
2020;1;ESTRADA DISTRIBUIDORA DE DERIVADOS DE PETRÓLEO LTDA.;810102004;EAC;S;0,785164
2020;1;ESTRADA DISTRIBUIDORA DE DERIVADOS DE PETRÓLEO LTDA.;810102004;EAC;SE;0,79994
2020;1;EVEREST DISTRIBUIDORA DE DERIVADOS DE PETRÓLEO LTDA;810101001;EHC;CO;0,019844
2020;1;FAN - DISTRIBUIDORA DE PETRÓLEO LTDA.;320101001;Gasolina A;NE;12,083094
2020;1;FAN - DISTRIBUIDORA DE PETRÓLEO LTDA.;420102004;Diesel A;NE;2,84279
2020;1;FAN - DISTRIBUIDORA DE PETRÓLEO LTDA.;420105001;Diesel A;NE;3,288955
2020;1;FAN - DISTRIBUIDORA DE PETRÓLEO LTDA.;810101001;EHC;NE;1,997054
2020;1;FAN - DISTRIBUIDORA DE PETRÓLEO LTDA.;810102004;EAC;NE;0,558853
2020;1;FEDERAL ENERGIA S/A;320101001;Gasolina A;CO;4,428988
2020;1;FEDERAL ENERGIA S/A;320101001;Gasolina A;NE;9,795378
